Title,Abstract,Date,Authors
Background differences in baseline and stimulated MMP levels influence abdominal aortic aneurysm susceptibility.,"Evidence has demonstrated profound influence of genetic background on cardiovascular phenotypes. Murine models in Marfan syndrome (MFS) have shown that genetic background-related variations affect thoracic aortic aneurysm formation, rupture, and lifespan of mice. MFS mice with C57Bl/6 genetic background are less susceptible to aneurysm formation compared to the 129/SvEv genetic background. In this study, we hypothesize that susceptibility to abdominal aortic aneurysm (AAA) will be increased in 129/SvEv mice versus C57Bl/6 mice. We tested this hypothesis by assessing differences in aneurysm size, tissue properties, immune response, and MMP expression. Mice of C57Bl/6 or 129/SvEv background underwent AAA induction by periaortic application of CaCl2. Baseline aortic diameters, tissue properties and MMP levels were measured. After aneurysm induction, diameters, MMP expression, and immune response (macrophage infiltration and bone marrow transplantation) were measured. Aneurysms were larger in 129/SvEv mice than C57Bl/6 mice (83.0% ± 13.6 increase compared to 57.8% ± 6.4). The aorta was stiffer in the 129/SvEv mice compared to C57Bl/6 mice (952.5 kPa ± 93.6 versus 621.4 kPa ± 84.2). Baseline MMP-2 and post-aneurysm MMP-2 and -9 levels were higher in 129/SvEv aortas compared to C57Bl/6 aortas. Elastic lamella disruption/fragmentation and macrophage infiltration were increased in 129/SvEv mice. Myelogenous cell reversal by bone marrow transplantation did not affect aneurysm size.",2015,"['Dale, Matthew A', 'Suh, Melissa K', 'Zhao, Shijia', 'Meisinger, Trevor', 'Gu, Linxia', 'Swier, Vicki J', 'Agrawal, Devendra K', 'Greiner, Timothy C', 'Carson, Jeffrey S', 'Baxter, B Timothy', 'Xiong, Wanfen']"
Long-term outcomes and factors influencing late survival following elective abdominal aortic aneurysm repair: A 24-year experience.,"Abdominal aortic aneurysms can be either treated by an open abdominal aortic aneurysm repair or an endovascular repair. Comparing clinical predictors of outcomes and those which influence survival rates in the long term is important in determining the choice of treatment offered and the decision-making process with patients. To determine the influence of pre-existing clinical predictors and perioperative determinants on late survival of elective open abdominal aortic aneurysm repair and endovascular repair at a tertiary hospital. Consecutive patients undergoing elective abdominal aortic aneurysm repair from 1990 to 2013 were included. Data were collected from a prospectively acquired database and death data were gathered from the Queensland state death registry. Pre-existing risks and perioperative factors were assessed independently. Kaplan-Meier and Cox regression modeling were performed. During the study period, 1340 abdominal aortic aneurysms were repaired electively, of which 982 were open abdominal aortic aneurysm repair. The average age was 72.4 years old and 81.7% were males. The cumulative percentage survival rates for open abdominal aortic aneurysms repair at 5, 10, 15 and 20 years were 79, 49, 31 and 22, respectively. The corresponding 5-, 10- and 15-year survival rates for endovascular repair were not significantly different at 75, 49 and 33%, respectively (P = 0.75). Predictors of reduced survival were advanced age, American Society of Anaesthesiology scores, chronic obstructive pulmonary disease, renal impairment, bifurcated grafts, peripheral vascular disease and congestive heart failure.",2016,"['Khashram, Manar', 'Jenkins, Julie S', 'Jenkins, Jason', 'Kruger, Allan J', 'Boyne, Nicholas S', 'Foster, Wallace J', 'Walker, Philip J']"
Midterm Re-interventions and Survival After Endovascular Versus Open Repair for Ruptured Abdominal Aortic Aneurysm.,"To compare the midterm re-intervention and survival rates after EVAR and OR for ruptured abdominal aortic aneurysms (RAAA). Observational cohort study including all consecutive RAAA patients between 2004 and 2011 in 10 hospitals in the Amsterdam ambulance region. The primary end point was re-interventions within 5 years of the primary intervention. The secondary end point was death. The outcomes were estimated by survival analyses, compared using the logrank test, and subsequently adjusted for possible confounders using Cox proportional hazard models. Re-interventions were estimated in all patients and in patients who survived their hospital stay. Of 467 patients with a RAAA, 73 were treated by EVAR and 394 by OR. Five years after the primary intervention, the rates of freedom from re-intervention were 55% for EVAR (26/73, 95% CI: 41-69%) and 60% for OR (130/394, 95% CI: 55-66%) (p = .96). After adjustment for age, sex, comorbidity, and pre-operative hemodynamic stability, the risk of re-intervention was similar (HR 1.01, 95% CI: 0.65-1.55). The survival rates were 36% for EVAR (45/73, 95% CI: 24-47%) and 38% for OR (235/394, 95% CI: 33-43%) (p = .83). In 297 patients who survived their hospital stay, the rates of freedom from re-intervention were 66% for EVAR (15/54, 95% CI: 52-81%) and 90% for OR (20/243, 95% CI: 86-95%) (p < .01). After adjustment for age and sex, the risk of re-intervention was higher after EVAR (HR 0.27, 95% CI: 0.14-0.52).",2015,Error Retrieving
ApoA-I/HDL-C levels are inversely associated with abdominal aortic aneurysm progression.,"Abdominal aortic aneurysm (AAA) evolution is unpredictable, and there is no therapy except surgery for patients with an aortic size> 5 cm (large AAA). We aimed to identify new potential biomarkers that could facilitate prognosis and treatment of patients with AAA. A differential quantitative proteomic analysis of plasma proteins was performed in AAA patients at different stages of evolution [small AAA (aortic size=3-5 cm) vs large AAA] using iTRAQ labelling, high-throughput nano-LC-MS/MS and a novel multi-layered statistical model. Among the proteins identified, ApoA-I was decreased in patients with large AAA compared to those with small AAA. These results were validated by ELISA on plasma samples from small (n=90) and large AAA (n=26) patients (150± 3 vs 133± 5 mg/dl, respectively, p< 0.001). ApoA-I levels strongly correlated with HDL-Cholesterol (HDL-C) concentration (r=0.9, p< 0.001) and showed a negative correlation with aortic size (r=-0.4, p< 0.01) and thrombus volume (r=-0.3, p< 0.01), which remained significant after adjusting for traditional risk factors. In a prospective study, HDL-C independently predicted aneurysmal growth rate in multiple linear regression analysis (n=122, p=0.008) and was inversely associated with need for surgical repair (Adjusted hazard ratio: 0.18, 95 % confidence interval: 0.04-0.74, p=0.018). In a nation-wide Danish registry, we found lower mean HDL-C concentration in large AAA patients (n=6,560) compared with patients with aorto-iliac occlusive disease (n=23,496) (0.89± 2.99 vs 1.59± 5.74 mmol/l, p< 0.001). Finally, reduced mean aortic AAA diameter was observed in AngII-infused mice treated with ApoA-I mimetic peptide compared with saline-injected controls. In conclusion, ApoA-I/HDL-C systemic levels are negatively associated with AAA evolution. Therapies targeting HDL functionality could halt AAA formation.",2015,"['Burillo, Elena', 'Lindholt, Jes S', 'Molina-Sánchez, Pedro', 'Jorge, Immaculada', 'Martinez-Pinna, Roxana', 'Blanco-Colio, Luis Miguel', 'Tarin, Carlos', 'Torres-Fonseca, Monica Maria', 'Esteban, Margarita', 'Laustsen, Jesper', 'Ramos-Mozo, Priscilla', 'Calvo, Enrique', 'Lopez, Juan Antonio', 'Vega de Ceniga, Melina', 'Michel, Jean-Baptiste', 'Egido, Jesus', 'Andrés, Vicente', 'Vazquéz, Jesús', 'Meilhac, Olivier', 'Martin-Ventura, Jose Luis']"
Ginsenoside Rb1 attenuates angiotensin II-induced abdominal aortic aneurysm through inactivation of the JNK and p38 signaling pathways.,"Abdominal aortic aneurysm (AAA), a life-threatening vascular disease, accounts for approximately 10% of the morbidity in people over 65 years old. No satisfactory approach is available to treat AAA. Ginsenosides Rb1 and Rg1 are primary ingredients of Panax notoginseng for the treatment of cardiovascular diseases, but their impact on AAA is unknown. An AAA model was established using an Ang II infusion in ApoE(-/-) mice. After continuous stimulation of Ang II for 28 days, suprarenal aortic aneurysms developed in 77% mice and 12% mice died suddenly due to AAA rupture. Administration of ginsenoside Rb1 (20 mg/kg/day), but not ginsenoside Rg1, significantly reduced the incidence and mortality of AAA. Ginsenoside Rb1 treatment dramatically suppressed Ang II-induced diameter enlargement, extracellular matrix degradation, matrix metalloproteinase (MMP) production, inflammatory cell infiltration, and vascular smooth muscle cell (VSMC) dysfunction. Mechanistic studies indicated that the protective effects of ginsenoside Rb1 were associated with the inactivation of JNK and p38 MAPK signaling pathways. A specific activator of JNK and p38, anisomycin, nearly abolished ginsenoside Rb1-driven suppression of MMP secretion by VSMCs.",2015,"['Zhang, Xiao-Jing', 'He, Chengwei', 'Tian, Ke', 'Li, Peng', 'Su, Huanxing', 'Wan, Jian-Bo']"
Thrombospondin-1 (TSP1) contributes to the development of vascular inflammation by regulating monocytic cell motility in mouse models of abdominal aortic aneurysm.,"Histological examination of abdominal aortic aneurysm (AAA) tissues demonstrates extracellular matrix destruction and infiltration of inflammatory cells. Previous work with mouse models of AAA has shown that anti-inflammatory strategies can effectively attenuate aneurysm formation. Thrombospondin-1 is a matricellular protein involved in the maintenance of vascular structure and homeostasis through the regulation of biological functions, such as cell proliferation, apoptosis, and adhesion. Expression levels of thrombospondin-1 correlate with vascular disease conditions. To use thrombospondin-1-deficient (Thbs1(-/-)) mice to test the hypothesis that thrombospondin-1 contributes to pathogenesis of AAAs. Mouse experimental AAA was induced through perivascular treatment with calcium phosphate, intraluminal perfusion with porcine elastase, or systemic administration of angiotensin II. Induction of AAA increased thrombospondin-1 expression in aortas of C57BL/6 or apoE-/- mice. Compared with Thbs1(+/+) mice, Thbs1(-/-) mice developed significantly smaller aortic expansion when subjected to AAA inductions, which was associated with diminished infiltration of macrophages. Thbs1(-/-) monocytic cells had reduced adhesion and migratory capacity in vitro compared with wild-type counterparts. Adoptive transfer of Thbs1(+/+) monocytic cells or bone marrow reconstitution rescued aneurysm development in Thbs1(-/-) mice.",2015,"['Liu, Zhenjie', 'Morgan, Stephanie', 'Ren, Jun', 'Wang, Qiwei', 'Annis, Douglas S', 'Mosher, Deane F', 'Zhang, Jing', 'Sorenson, Christine M', 'Sheibani, Nader', 'Liu, Bo']"
Surrogate Markers of Abdominal Aortic Aneurysm Progression.,"The natural course of many abdominal aortic aneurysms (AAA) is to gradually expand and eventually rupture and monitoring the disease progression is essential to their management. In this publication, we review surrogate markers of AAA progression. AAA diameter remains the most widely used and important marker of AAA growth. Standardized reporting of reproducible methods of measuring AAA diameter is essential. Newer imaging assessments, such as volume measurements, biomechanical analyses, and functional and molecular imaging, as well as circulating biomarkers, have potential to add important information about AAA progression. Currently, however, there is insufficient evidence to recommend their routine use in clinical practice.",2016,"['Wanhainen, Anders', 'Mani, Kevin', 'Golledge, Jonathan']"
High Resolution Strain Analysis Comparing Aorta and Abdominal Aortic Aneurysm with Real Time Three Dimensional Speckle Tracking Ultrasound.,"Ultrasound measurement of aortic diameter for aneurysm screening allows supervision of aneurysm growth. Additional biomechanical analysis of wall motion and aneurysm deformation can supply information about individual elastic properties and the pathological state of the aortic wall. Local aortic wall motion was analyzed through imaged aortic segments according to age and pathology. Sixty-five patients were examined with a commercial four dimensional ultrasound system (4D-US). Three groups were defined: patients with normal aortic diameter and younger than 60 years of age (n = 21); those with normal aortic diameter and older than 60 years of age (n = 25); and those with infrarenal aortic aneurysm (n = 19). A diastolic reference shape of aortic wall segments was obtained and local and temporally resolved wall strain was determined. Indices characterizing the resulting wall strain distribution were determined. The analysis of biomechanical properties displayed increasing heterogeneous and dyssynchronous circumferential strain with increasing patient age. Young patients exhibited higher mean strain amplitude. The distribution of the spatial heterogeneity index and local strain ratio was inversely proportional to age. The maximum local strain amplitude was significantly higher in the young (0.26 ± 0.17) compared with the old (0.16 ± 0.07) or aneurysmal aorta (0.16 ± 0.10). Temporal dyssynchrony significantly differed between young (0.13 ± 0.10) and old (aneurysmal 0.31 ± 0.04, non-aneurysmal 0.29 ± 0.05), regardless of aortic diameter. The spatial heterogeneity index and local strain ratio differentiate non-aneurysmal and aneurysmal aorta, regardless of age.",2016,"['Derwich, W', 'Wittek, A', 'Pfister, K', 'Nelson, K', 'Bereiter-Hahn, J', 'Fritzen, C P', 'Blase, C', 'Schmitz-Rixen, T']"
Platelet Inhibitors Reduce Rupture in a Mouse Model of Established Abdominal Aortic Aneurysm.,"Rupture of abdominal aortic aneurysms causes a high morbidity and mortality in the elderly population. Platelet-rich thrombi form on the surface of aneurysms and may contribute to disease progression. In this study, we used a pharmacological approach to examine a role of platelets in established aneurysms induced by angiotensin II infusion into hypercholesterolemic mice. Administration of the platelet inhibitors aspirin or clopidogrel bisulfate to established abdominal aortic aneurysms dramatically reduced rupture. These platelet inhibitors reduced abdominal aortic platelet and macrophage recruitment resulting in decreased active matrix metalloproteinase-2 and matrix metalloproteinase-9. Platelet inhibitors also resulted in reduced plasma concentrations of platelet factor 4, cytokines, and components of the plasminogen activation system in mice. To determine the validity of these findings in human subjects, a cohort of aneurysm patients were retrospectively analyzed using developed and validated algorithms in the electronic medical record database at Vanderbilt University. Similar to mice, administration of aspirin or P2Y12 inhibitors was associated with reduced death among patients with abdominal aortic aneurysm.",2015,"['Owens, A Phillip', 'Edwards, Todd L', 'Antoniak, Silvio', 'Geddings, Julia E', 'Jahangir, Eiman', 'Wei, Wei-Qi', 'Denny, Joshua C', 'Boulaftali, Yacine', 'Bergmeier, Wolfgang', 'Daugherty, Alan', 'Sampson, Uchechukwu K A', 'Mackman, Nigel']"
TElmisartan in the management of abDominal aortic aneurYsm (TEDY): The study protocol for a randomized controlled trial.,"Experimental studies suggest that angiotensin II plays a central role in the pathogenesis of abdominal aortic aneurysm. This trial aims to evaluate the efficacy of the angiotensin receptor blocker telmisartan in limiting the progression of abdominal aortic aneurysm. Telmisartan in the management of abdominal aortic aneurysm (TEDY) is a multicentre, parallel-design, randomised, double-blind, placebo-controlled trial with an intention-to-treat analysis. We aim to randomly assign 300 participants with small abdominal aortic aneurysm to either 40 mg of telmisartan or identical placebo and follow patients over 2 years. The primary endpoint will be abdominal aortic aneurysm growth as measured by 1) maximum infra-renal aortic volume on computed tomographic angiography, 2) maximum orthogonal diameter on computed tomographic angiography, and 3) maximum diameter on ultrasound. Secondary endpoints include change in resting brachial blood pressure, abdominal aortic aneurysm biomarker profile and health-related quality of life. TEDY is an international collaboration conducted from major vascular centres in Australia, the United States and the Netherlands. Currently, no medication has been convincingly demonstrated to limit abdominal aortic aneurysm progression. TEDY will examine the potential of a promising treatment strategy for patients with small abdominal aortic aneurysms.",2015,"['Morris, Dylan R', 'Cunningham, Margaret A', 'Ahimastos, Anna A', 'Kingwell, Bronwyn A', 'Pappas, Elise', 'Bourke, Michael', 'Reid, Christopher M', 'Stijnen, Theo', 'Dalman, Ronald L', 'Aalami, Oliver O', 'Lindeman, Jan H', 'Norman, Paul E', 'Walker, Philip J', 'Fitridge, Robert', 'Bourke, Bernie', 'Dear, Anthony E', 'Pinchbeck, Jenna', 'Jaeggi, Rene', 'Golledge, Jonathan']"
Advanced complicated diabetes mellitus is associated with a reduced risk of thoracic and abdominal aortic aneurysm rupture: a population-based cohort study.,"Studies have associated diabetes mellitus (DM) with the reduced risk of abdominal aortic aneurysm and thoracic aortic aneurysm and dissection. We used the national insurance data of Taiwan to examine these correlations for an Asian population. The association was also evaluated by DM severity. We identified 160,391 patients with type 2 DM diagnosed from 1998 to 2008 and 646,710 comparison subjects without DM, frequency matched by diagnosis date, sex and age (mainly the elderly). The DM severity was partitioned into advanced and uncomplicated status according to DM-related comorbidities. By the end of 2010, the overall pooled incidence rate of thoracic aortic aneurysm and abdominal aortic aneurysm was 15% lower in the type 2 DM cohort than in non-DM cohort, with an adjusted hazard ratio of 0.64 [95% confidence interval (CI) 0.56-0.74] in the multivariable Cox model. Patients with advanced type 2 DM were significantly associated with reduced thoracic aortic aneurysm rupture and abdominal aortic aneurysm without rupture, with adjusted hazard ratios of 0.50 (95% CI 0.35-0.71) and 0.53 (95% CI 0.40-0.69), respectively. Uncomplicated type 2 DM was also associated with reduced abdominal aortic aneurysm without rapture (aHR = 0.58, 95% CI 0.45-0.74).",2015,"['Tsai, Chung-Lin', 'Lin, Cheng-Li', 'Wu, Yi-Ying', 'Shieh, Dong-Chen', 'Sung, Fung-Chang', 'Kao, Chia-Hung']"
Ruptured abdominal aortic aneurysm and aortoiliac vein fistula.,"A 67-year-old man was admitted with severe abdominal pain and back pain. Computed tomography showed an infrarenal abdominal aortic aneurysm (8.4 × 8.3 cm) and a large retroperitoneal hematoma. Immediately afterwards, the patient suffered circulatory collapse and was rushed to the operating theater. A fistula communicating with the left iliac vein was found. It was repaired with a Dacron patch while balloon-tipped catheters controlled the bleeding. The abdominal aortic aneurysm was replaced with a bifurcated graft. The postoperative course was uneventful. There have been few reports of successful repair of a ruptured abdominal aortic aneurysm associated with aortoiliac arteriovenous fistula.",2015,"['Gyoten, Takayuki', 'Doi, Toshio', 'Yamashita, Akio', 'Fukahara, Kazuaki', 'Kotoh, Keiju', 'Yoshimura, Naoki']"
Fate of patients unwilling or unsuitable to undergo surgical intervention for a ruptured abdominal aortic aneurysm.,"The primary objective of this study was to assess the duration of in-hospital survival in 57 patients with ruptured abdominal aortic aneurysms (RAAA) who did not undergo surgical intervention. Two hours after registration in the emergency room, 58% (95% CI 45-71) of patients were still alive. The median survival was 2.2 hours (interquartile range 1-18). In a subgroup including 26 haemodynamically stable patients, survival after 2 hours was 96% (95% CI 89-100).",2015,Error Retrieving
Regulatory T cells prevent angiotensin II-induced abdominal aortic aneurysm in apolipoprotein E knockout mice.,"To test the hypothesis that adoptive transfer of regulatory T cells (Tregs) may dose-dependently inhibit the formation of angiotensin II-induced abdominal aortic aneurysm in apolipoprotein E knockout mice, we established an animal model of abdominal aortic aneurysm by angiotensin II infusion in apolipoprotein E knockout mice. Then mice received different treatment with PBS, low-dose Tregs, high-dose Tregs, or CD25-depleting PC61 antibody. Histopathologic analysis showed that the incidence of abdominal aortic aneurysm was 80%, 76%, 27%, and 71% in the PBS, low-dose Tregs, high-dose Tregs, and PC61 groups, respectively. Tregs treatment markedly decreased macrophage and CD4+ T-cell infiltration and preserved the medial smooth muscle cells. Furthermore, Tregs decreased the levels of proinflammatory cytokines, matrix metalloproteinase-2 (MMP-2) and MMP-9, increased the expression of anti-inflammatory interleukin-10 and transforming growth factor-β, and suppressed apoptosis and oxidative stress. In vitro, Tregs inhibited the response of human aortic smooth muscle cells to angiotensin II and reduced the expression of proinflammatory cytokines, MMP-2 and MMP-9, possibly by inhibiting the activation of nuclear factor-κB and extracellular signal-regulate kinase 1/2. In addition, Tregs downregulated macrophage type 1-related genes and upregulated macrophage type 2-related genes. However, Tregs-mediated effects were largely reversed by disrupting cell-cell contact or using neutralizing antibodies against interleukin-10 and transforming growth factor-β. Adoptive transfer of Tregs dose-dependently prevents angiotensin II-induced abdominal aortic aneurysm in apolipoprotein E knockout mice. The mechanisms may involve declined proinflammatory cytokine expression and MMP-2 and MMP-9 levels and enhanced anti-inflammatory cytokine expression, which is mediated by direct cell-cell contact and soluble mediators.",2014,"['Meng, Xiao', 'Yang, Jianmin', 'Zhang, Kai', 'An, Guipeng', 'Kong, Jing', 'Jiang, Fan', 'Zhang, Yun', 'Zhang, Cheng']"
One-stage Procedure for Concomitant Abdominal Aortic Aneurysm and Gastric Cancer.,"A concise surgical strategy for concomitant abdominal aortic aneurysm (AAA) and operable gastric cancer remains unknown. We assessed a one-stage procedure that included endovascular abdominal aortic aneurysm repair (EVAR) and gastric resection. Forteen patients who underwent surgery for an infrarenal AAA and gastric cancer between 1990 and 2012 were retrospectively reviewed. Demographic characteristics, aneurysm size, comorbid conditions, length of postoperative hospital stay, complications within 30 days of surgery, and survival in patients in EVAR (n=4) were compared against patients who had an open AAA repair (n=10). Demographic characteristics, aneurysm size, and comorbid conditions were similar in the EVAR and open-AAA-repair group. The mean length of hospitalization was significantly shorter in the EVAR group (15.2 days vs. 34.9 days; p=0.005), and the rate of postoperative complications was significantly lower (p<0.05). The overall survival rates in the EVAR and open-AAA-repair groups were, respectively, 100% and 80% at 1 year and 75% and 60% at 3 years; the differences between groups were not significant (p=0.788).",2015,"['Matsumoto, Takuya', 'Matsuda, Daisuke', 'Honma, Kenichi', 'Aoyagi, Yukihiko', 'Okadome, Jun', 'Morisaki, Koichi', 'Tanaka, Shinichi', 'Saeki, Hiroshi', 'Oki, Eiji', 'Maehara, Yoshihiko']"
The impact of abdominal aortic aneurysm on muscle mass and energy expenditure: A novel preliminary investigation.,"Vascular surgical patients, including those with abdominal aortic aneurysm (AAA), are nutritionally vulnerable. The aim of this study was to compare resting energy expenditure (REE) of patients with AAA relative to age- and gender-matched controls and explore relationships between aneurysm size and muscle mass. Twenty patients with AAA underwent assessment of REE using indirect calorimetry. Mid-arm circumference and triceps skinfold thickness were measured and corrected arm muscle area calculated. Twenty gender- and age-matched controls were assessed using the same procedures. Mean (SD) age of participants with AAA was 74.7 (7.7) years, size of AAA ranged from 45 to 70 mm. Median (IQR) REE was significantly higher than controls [5990 (5469, 7017) kJ/day versus 5086 (4536, 5886) kJ/day, p = .011; or 69 (64, 80) kJ/kg/day versus 66 (61, 69) kJ/kg/day, p = .046]. While weight-adjusted REE was independent of aneurysm size (r = .200; p = .397), as aneurysm size increased, weight-adjusted corrected arm muscle area decreased (r = -.576; p = .008).",2015,"['Delaney, C L', 'Miller, M D', 'Allan, R B', 'Spark, J I']"
Utility of ⁹⁹mTc-human serum albumin diethylenetriamine pentaacetic acid SPECT for evaluating endoleak after endovascular abdominal aortic aneurysm repair.,"The purpose of this study was to assess the utility of (99m)Tc-human serum albumin diethylenetriamine pentaacetic acid ((99m)Tc-HSAD) SPECT in the detection of endoleaks after endovascular abdominal aortic aneurysm repair. Fifteen patients (11 men, four women) with aneurysm sac expansion of 5 mm or greater after endovascular abdominal aortic aneurysm repair underwent three-phase CT, (99m)Tc-HSAD SPECT, and CT during aortography. Sensitivity calculations for three-phase CT and (99m)Tc-HSAD SPECT were performed with CT during aortography as the reference standard. The volume of each endoleak was measured with CT during aortography. Seven subjects underwent embolization with N-butyl cyanoacrylate (NBCA)-Lipiodol (ethiodized oil, Guerbet and metallic coils. Three-phase CT and (99m)Tc-HSAD SPECT were repeated after embolization to assess their efficacy. Endoleaks were interpreted as perigraft radioisotope accumulation in 12 patients (80.0%) on (99m)Tc-HSAD SPECT images, in 13 patients (86.7%) on three-phase CT images, and in 15 patients (100%) on CT during aortography. The mean endoleak volume visualized with (99m)Tc-HSAD SPECT was 8.37 cm(3) (range, 5.2-15.1 cm(3)), and the volume not visualized was 3.47 cm(3) (2.5-4.6 cm(3)), a statistically significant difference (p = 0.019). In two patients, (99m)Tc-HSAD SPECT depicted endoleaks evident at delayed phase CT during aortography but not at three-phase CT, suggesting they were slow-filling endoleaks. Accumulation of (99m)Tc-HSAD corresponding to endoleaks disappeared after embolization, but CT evaluation of embolization was impeded by artifacts of NBCA-Lipiodol and metallic coils.",2015,"['Nakai, Motoki', 'Sato, Hirotatsu', 'Sato, Morio', 'Ikoma, Akira', 'Sonomura, Tetsuo', 'Nishimura, Yoshiharu', 'Okamura, Yoshitaka']"
Abdominal aortic aneurysm.,"Abdominal aortic aneurysm refers to abdominal aortic dilation of 3.0 cm or greater. The main risk factors are age older than 65 years, male sex, and smoking history. Other risk factors include a family history of abdominal aortic aneurysm, coronary artery disease, hypertension, peripheral artery disease, and previous myocardial infarction. Diagnosis may be made by physical examination, an incidental finding on imaging, or ultrasonography. The U.S. Preventive Services Task Force released updated recommendations for abdominal aortic aneurysm screening in 2014. Men 65 to 75 years of age with a history of smoking should undergo one-time screening with ultrasonography based on evidence that screening will improve abdominal aortic aneurysm-related mortality in this population. Men in this age group without a history of smoking may benefit if they have other risk factors (e.g., family history of abdominal aortic aneurysm, other vascular aneurysms, coronary artery disease). There is inconclusive evidence to recommend screening for abdominal aortic aneurysm in women 65 to 75 years of age with a smoking history. Women without a smoking history should not undergo screening because the harms likely outweigh the benefits. Persons who have a stable abdominal aortic aneurysm should undergo regular surveillance or operative intervention depending on aneurysm size. Surgical intervention by open or endovascular repair is the primary option and is typically reserved for aneurysms 5.5 cm in diameter or greater. There are limited options for medical treatment beyond risk factor modification. Ruptured abdominal aortic aneurysm is a medical emergency presenting with hypotension, shooting abdominal or back pain, and a pulsatile abdominal mass. It is associated with high prehospitalization mortality. Emergent surgical intervention is indicated for a rupture but has a high operative mortality rate.",2015,"['Keisler, Brian', 'Carter, Chuck']"
Pharmacological inhibitor of notch signaling stabilizes the progression of small abdominal aortic aneurysm in a mouse model.,"The progression of abdominal aortic aneurysm (AAA) involves a sustained influx of proinflammatory macrophages, which exacerbate tissue injury by releasing cytokines, chemokines, and matrix metalloproteinases. Previously, we showed that Notch deficiency reduces the development of AAA in the angiotensin II-induced mouse model by preventing infiltration of macrophages. Here, we examined whether Notch inhibition in this mouse model prevents progression of small AAA and whether these effects are associated with altered macrophage differentiation. Treatment with pharmacological Notch inhibitor (DAPT [N-(N-[3,5-difluorophenacetyl]-L-alanyl)-S-phenylglycine t-butyl ester]) at day 3 or 8 of angiotensin II infusion arrested the progression of AAA in Apoe(-/-) mice, as demonstrated by a decreased luminal diameter and aortic width. The abdominal aortas of Apoe(-/-) mice treated with DAPT showed decreased expression of matrix metalloproteinases and presence of elastin precursors including tropoelastin and hyaluronic acid. Marginal adventitial thickening observed in the aorta of DAPT-treated Apoe(-/-) mice was not associated with increased macrophage content, as observed in the mice treated with angiotensin II alone. Instead, DAPT-treated abdominal aortas showed increased expression of Cd206-positive M2 macrophages and decreased expression of Il12-positive M1 macrophages. Notch1 deficiency promoted M2 differentiation of macrophages by upregulating transforming growth factor β2 in bone marrow-derived macrophages at basal levels and in response to IL4. Protein expression of transforming growth factor β2 and its downstream effector pSmad2 also increased in DAPT-treated Apoe(-/-) mice, indicating a potential link between Notch and transforming growth factor β2 signaling in the M2 differentiation of macrophages.",2014,"['Cheng, Jeeyun', 'Koenig, Sara N', 'Kuivaniemi, Helena S', 'Garg, Vidu', 'Hans, Chetan P']"
Late Rupture of Abdominal Aortic Aneurysm After Previous Endovascular Repair: A Systematic Review and Meta-analysis.,"To report a systematic literature review of late rupture of abdominal aortic aneurysm (AAA) after endovascular aneurysm repair (EVAR) and the results of a pooled analysis of causes, treatment, and outcomes. Electronic information sources and bibliographic reference lists were interrogated using a combination of free text and controlled vocabulary searches; 11 articles were ultimately identified that fulfilled the inclusion criteria. The articles reported a total of 190 patients who were included in the qualitative and quantitative synthesis. Mortality within 30 days or during the admission with aneurysm rupture was a primary endpoint; major perioperative morbidity was a secondary endpoint. A meta-analysis was performed for 30-day/in-hospital mortality using the random effects model. A total of 152 ruptures occurred after 16,974 EVAR procedures reported by 8 of the case series, giving an incidence of 0.9% [95% confidence interval (CI) 0.77 to 1.05]. The mean time to rupture was 37 months. Twenty-nine percent (95% CI 20 to 39) of the patients had at least one previous secondary endovascular intervention following the initial EVAR, and 37% (95% CI 30 to 45) were not compliant with surveillance. Type I and III endoleaks were the predominant causes of rupture. Open surgical treatment was undertaken in 61% (95% CI 53 to 68) of the patients who underwent treatment. The pooled estimate for perioperative mortality was 32% (95% CI 24 to 41). A significantly lower mortality was found with endovascular treatment than open surgical management (p=0.027).",2015,"['Antoniou, George A', 'Georgiadis, George S', 'Antoniou, Stavros A', 'Neequaye, Simon', 'Brennan, John A', 'Torella, Francesco', 'Vallabhaneni, S Rao']"
Transient Ischemic Attacks of Spinal Cord due to Abdominal Aortic Aneurysm Thrombus.,"Thrombosis due to abdominal aortic aneurysm is a rare condition that causes high mortality. Transient ischemic attack of the spinal cord can occur as a result of trash emboli from thrombus in abdominal aortic aneurysm. This condition generally occurs during operation of abdominal aortic aneurysm; very rarely, it can also be seen in laminated abdominal aortic aneurysm. Here, we present a case of a patient presenting with bilateral lower extremity paralysis resulting from transient ischemic attack of the spinal cord due to infrarenal abdominal aortic aneurysm.",2016,"['Ates, Ihsan', 'Kaplan, Mustafa', 'Özçalık, Merve', 'Yılmaz, Nisbet']"
